"FACID","NAME","TYPE","LTC","CAPACITY","ADDRESS","CITY","ZIP","FACADMIN","CONTACT_EMAIL","CONTACT_FAX","CONTACT_PHONE_NUMBER","COUNTY_NAME","COUNTY_CODE","DISTRICT_NUMBER","DISTRICT_NAME","LICENSE_NUMBER","INITIAL_LICENSE_DATE","LICENSE_EFFECTIVE_DATE","OSHPD_NUMBER","LATITUDE","LONGITUDE","LOCATION"
30000901,"MERCY HOSPITAL OF FOLSOM","GENERAL ACUTE CARE HOSPITAL","Non-LTC",106,"1650 CREEKSIDE DR","FOLSOM",95630,"Castaneda, Edmundo C","alma.perez@dignityhealth.org","(916) 983-7406","(916) 983-7400",440,"SACRAMENTO",3,"SACRAMENTO",30000372,"17Jun1989","31Dec2014","106344029",38.670725,-121.146677,"(38.670725, -121.146677)"
220001076,"MANORCARE HEALTH SERVICES (SUNNYVALE)","SKILLED NURSING FACILITY","LTC",140,"1150 TILTON DR","SUNNYVALE",94087,"Spencer, Grace","471-admin@hcr-manorcare.com","(408) 736-8629","(408) 735-7200",530,"SANTA CLARA",22,"SAN FRANCISCO",220000442,"29Nov1990","25Apr2015","206434026",37.356496,-122.033551,"(37.356496, -122.033551)"
220001063,"WEBSTER HOUSE","SKILLED NURSING FACILITY","LTC",145,"437 WEBSTER ST","PALO ALTO",94301,"Hibbs, Linda","lhibbs@lyttongardens.org","(650) 617-7332","(650) 328-3300",530,"SANTA CLARA",22,"SAN FRANCISCO",220000434,"01Apr1984","05Jun2015","206431865",37.449908,-122.158567,"(37.449908, -122.158567)"
220001032,"THE TERRACES AT LOS ALTOS HEALTH FACILITY","SKILLED NURSING FACILITY","LTC",30,"373 PINE LN","LOS ALTOS",94022,"Holt, Rae","rholt@abhow.com","(650) 941-0372","(650) 948-8291",530,"SANTA CLARA",22,"SAN FRANCISCO",220000418,"01Jan1971","01Nov2014","206430854",37.392243,-122.123178,"(37.392243, -122.123178)"
220001030,"OUR LADY OF FATIMA VILLA","SKILLED NURSING FACILITY","LTC",85,"20400 SARATOGA LOS GATOS RD","SARATOGA",95070,"Mahoney, Bella","bmahoney@fatimavilla.org","(408) 741-4930","(408) 741-2950",530,"SANTA CLARA",22,"SAN FRANCISCO",220000417,"01Jan1970","01Nov2014","206430840",37.25729,-122.030249,"(37.25729, -122.030249)"
220001027,"SARATOGA RETIREMENT COMMUNITY HEALTH CENTER","SKILLED NURSING FACILITY","LTC",94,"14500 FRUITVALE AVE","SARATOGA",95070,"Platte, Susan","splatte@retirement.org","(408) 741-7154","(408) 741-7100",530,"SANTA CLARA",22,"SAN FRANCISCO",220000416,"01Jan1970","01Nov2014","206430838",37.257054,-122.013636,"(37.257054, -122.013636)"
220001024,"MISSION SKILLED NURSING & SUBACUTE CENTER","SKILLED NURSING FACILITY","LTC",133,"410 N WINCHESTER BLVD","SANTA CLARA",95050,"Kikuta, Bradley","pchoate-ciletti@covenantcare.com","(408) 247-9783","(408) 248-3736",530,"SANTA CLARA",22,"SAN FRANCISCO",220000414,"04Jan1990","10Dec2014","206430823",37.334269,-121.950239,"(37.334269, -121.950239)"
220001020,"IDYLWOOD CARE CENTER","SKILLED NURSING FACILITY","LTC",185,"1002 W FREMONT AVE","SUNNYVALE",94087,"Moshiri, Mehrad","","(408) 739-8794","(408) 739-2383",530,"SANTA CLARA",22,"SAN FRANCISCO",220000412,"01Jul1967","04Nov2014","206430801",37.352017,-122.055782,"(37.352017, -122.055782)"
220001018,"VALLEY HOUSE REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",201,"991 CLYDE AVE","SANTA CLARA",95054,"Davey, Merlin","mcolkitt2@comcast.net","(724) 463-3569","(408) 988-7667",530,"SANTA CLARA",22,"SAN FRANCISCO",220000411,"01Sep1993","07Nov2014","206430798",37.389573,-121.951164,"(37.389573, -121.951164)"
220001002,"CHANNING HOUSE","SKILLED NURSING FACILITY","LTC",26,"850 WEBSTER ST","PALO ALTO",94301,"Jones, Julia M","jjones@channinghouse.org","(650) 324-7585","(650) 327-0950",530,"SANTA CLARA",22,"SAN FRANCISCO",220000404,"27Jan1964","01Mar2015","206430739",37.446778,-122.153692,"(37.446778, -122.153692)"
70001351,"EL CAMINO HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",275,"2500 GRANT RD","MOUNTAIN VIEW",94040,"Ryba, Tomi","pam_marshbank@elcaminohospital.org","(650) 988-7862","(650) 940-7000",530,"SANTA CLARA",7,"SAN JOSE",70000660,"30Jun1980","26Jun2015","106430763",37.369014,-122.081676,"(37.369014, -122.081676)"
30000589,"LINCOLN MEADOWS CARE CENTER","SKILLED NURSING FACILITY","LTC",97,"1550 3RD ST","LINCOLN",95648,"Jackson, Matthew C","mjackson@plumh.com","(916) 645-1767","(916) 645-7761",410,"PLACER",3,"SACRAMENTO",30000313,"30Jul1987","07Jun2015","206314004",38.889177,-121.304683,"(38.889177, -121.304683)"
220000716,"MENLO PARK SURGICAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",16,"570 WILLOW RD","MENLO PARK",94025,"Palange, Kathleen","","(650) 324-9404","(650) 324-8500",510,"SAN MATEO",22,"SAN FRANCISCO",220000276,"17Dec1992","01May2015","106414018",37.462075,-122.159457,"(37.462075, -122.159457)"
220000205,"CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",38,"601 DUBOCE AVE","SAN FRANCISCO",94117,"Davies, Grant","","","(415) 565-6000",480,"SAN FRANCISCO",22,"SAN FRANCISCO",220000197,"","28May2015","",37.769089,-122.434692,"(37.769089, -122.434692)"
220000045,"CARLMONT GARDENS NURSING CENTER","SKILLED NURSING FACILITY","LTC",74,"2140 CARLMONT DR","BELMONT",94002,"Kriger, Sharolyn","admcarl@earthlink.net","(650) 591-2446","(650) 591-9601",510,"SAN MATEO",22,"SAN FRANCISCO",220000004,"09Jun1962","01Nov2014","206410734",37.509493,-122.29472,"(37.509493, -122.29472)"
940000046,"PACIFIC PALMS HEALTHCARE","SKILLED NURSING FACILITY","LTC",133,"1020 TERMINO AVE","LONG BEACH",90804,"(John) Farag, Nabil","pphc.administrator@pacificpalmshealthcare.com","(562) 433-9801","(562) 433-6791",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000064,"06Mar1970","15Nov2014","206190279",33.779345,-118.145858,"(33.779345, -118.145858)"
940000006,"LAKEWOOD HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",290,"12023 LAKEWOOD BLVD","DOWNEY",90242,"Blackham, David","dan@lphcd.com","(562) 869-5376","(562) 869-0978",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000074,"02Apr1962","29Nov2014","206190309",33.925693,-118.131393,"(33.925693, -118.131393)"
110000946,"KENTFIELD REHABILITATION & SPECIALTY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",60,"1125 SIR FRANCIS DRAKE BLVD","KENTFIELD",94904,"Gors, Ann","agors@kentfieldrehab.com","(415) 485-3622","(415) 456-9680",310,"MARIN",11,"SANTA ROSA/REDWOOD COAST",110000358,"","01Nov2014","106210993",37.95922,-122.552388,"(37.95922, -122.552388)"
40000345,"JOHN C. FREMONT HEALTHCARE DISTRICT D/P SNF","SKILLED NURSING FACILITY","LTC",16,"5189 HOSPITAL RD","MARIPOSA",95338,"MacPhee , Alan  G","","(209) 742-6749","",320,"MARIPOSA",4,"FRESNO",40000108,"","30Apr2015","",37.499839,-119.976688,"(37.499839, -119.976688)"
910000081,"WINDSOR GARDENS CONVALESCENT CENTER OF HAWTHORNE","SKILLED NURSING FACILITY","LTC",99,"13922 CERISE AVE","HAWTHORNE",90250,"YANGUBA, CHONDALA","zrichards@windsorcares.com","(310) 675-4389","(310) 675-3304",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000107,"22Feb1971","01Nov2014","206190744",33.904696,-118.332972,"(33.904696, -118.332972)"
230000011,"MODOC MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",16,"228 W MCDOWELL AVE","ALTURAS",96101,"Kramer, Kevin S","","","(530) 233-5131",350,"MODOC",23,"CHICO",230000026,"01Jul1953","02Feb2015","106250956",41.480028,-120.544356,"(41.480028, -120.544356)"
950000092,"WOODS HEALTH SERVICES","SKILLED NURSING FACILITY","LTC",74,"2600 A ST","LA VERNE",91750,"Fahey, Sandra J","mneeley@livingathillcrest.org","(909) 392-4112","(909) 593-4917",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000005,"29May1969","30Nov2014","206190894",34.104965,-117.774998,"(34.104965, -117.774998)"
80000017,"THE ROYAL HOME","SKILLED NURSING FACILITY","LTC",19,"12436 ROYAL RD","EL CAJON",92021,"Carter, Stephen R","","","(619) 443-3886",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000090,"","29Jun2015","206370765",32.824118,-116.924027,"(32.824118, -116.924027)"
920000063,"NORTHRIDGE CARE CENTER","SKILLED NURSING FACILITY","LTC",97,"7836 RESEDA BLVD","RESEDA",91335,"Velazquez, Amy","none@dhs.ca.gov","(818) 774-2256","(818) 881-7414",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000055,"13Aug1970","01May2015","206190643",34.212954,-118.536033,"(34.212954, -118.536033)"
90000003,"SHEA FAMILY CARE MAGNOLIA","SKILLED NURSING FACILITY","LTC",99,"635 S MAGNOLIA AVE","EL CAJON",92020,"Frustaci, Joe","lparker@sheafamily.net","(619) 442-0288","(619) 442-8826",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000072,"16Feb1968","30Jun2015","206370741",32.788702,-116.962284,"(32.788702, -116.962284)"
60001674,"HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE","GENERAL ACUTE CARE HOSPITAL","Non-LTC",6,"393 S TUSTIN ST","ORANGE",92866,"Cotter, Brian","","(714) 289-2367","(888) 306-5121",400,"ORANGE",6,"ORANGE COUNTY",60000530,"04Feb2000","04Feb2015","106304159",33.782951,-117.83571,"(33.782951, -117.83571)"
20000099,"MCCLURE CONVALESCENT HOSPITAL & REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",60,"2910 MCCLURE ST","OAKLAND",94609,"Funk, Kenneth","mcadmin@foresightms.com","(510) 836-1938","(510) 836-3677",0,"ALAMEDA",2,"EAST BAY",20000064,"","01Dec2014","206010881",37.818345,-122.266331,"(37.818345, -122.266331)"
250000723,"MONTEREY PALMS HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",99,"44610 MONTEREY AVE","PALM DESERT",92260,"Simanjuntak, Mr. Johannes","","(760) 776-1390","(760) 776-7700",430,"RIVERSIDE",25,"RIVERSIDE",250000340,"04Dec1989","21Apr2015","206334030",33.72398,-116.391234,"(33.72398, -116.391234)"
930000109,"MOTION PICTURE & TELEVISION HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",53,"23388 MULHOLLAND DR","WOODLAND HILLS",91364,"Asplund, David J","sellis@mptvfund.org","(818) 876-1079","(818) 876-1888",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000109,"20Mar1946","24Feb2015","106190552",34.158414,-118.636091,"(34.158414, -118.636091)"
60000134,"REGENTS POINT - WINDCREST","SKILLED NURSING FACILITY","LTC",59,"19191 HARVARD AVE","IRVINE",92612,"Forney, Melinda","","(949) 725-9132","(949) 509-2258",400,"ORANGE",6,"ORANGE COUNTY",60000055,"01May1986","30Apr2015","206300210",33.651331,-117.832313,"(33.651331, -117.832313)"
60000074,"ANAHEIM GLOBAL MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",99,"1025 S ANAHEIM BLVD","ANAHEIM",92805,"Abe, Ann","","(714) 953-3613","(714) 533-6220",400,"ORANGE",6,"ORANGE COUNTY",60000117,"29Dec1972","14May2015","106301188",33.820553,-117.909071,"(33.820553, -117.909071)"
250000283,"SAN JACINTO HEALTHCARE","SKILLED NURSING FACILITY","LTC",99,"275 N SAN JACINTO ST","HEMET",92543,"Bertumen, Mario","","(951) 766-1908","(951) 658-9441",430,"RIVERSIDE",25,"RIVERSIDE",250000242,"01Aug1987","09Dec2014","206331200",33.750776,-116.958688,"(33.750776, -116.958688)"
60000054,"HUNTINGTON VALLEY HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",144,"8382 NEWMAN AVE","HUNTINGTON BEACH",92647,"Dickerson, Ryan","btruhar@plumh.com","(714) 848-5359","(714) 842-5551",400,"ORANGE",6,"ORANGE COUNTY",60000206,"01Jan1970","17Nov2014","206301210",33.704811,-117.982245,"(33.704811, -117.982245)"
60000034,"VICTORIA HEALTHCARE AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",79,"340 VICTORIA ST","COSTA MESA",92627,"Dhingra, Aman","snordfelt@ensigngroup.net","(949) 646-0313","(949) 642-0387",400,"ORANGE",6,"ORANGE COUNTY",60000086,"01Jul1968","01Nov2014","206301119",33.65261,-117.91377,"(33.65261, -117.91377)"
970000184,"PASADENA PARK HEALTHCARE AND WELLNESS CENTER","SKILLED NURSING FACILITY","LTC",99,"2585 E WASHINGTON BLVD","PASADENA",91107,"Gruman, Zev","licensing@countryvillahealth.com","(626) 463-4134","(626) 463-4105",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",970000088,"07Oct1966","08Nov2014","206190602",34.169174,-118.097202,"(34.169174, -118.097202)"
100000069,"GOOD SAMARITAN REHABILITATION AND CARE CENTER","SKILLED NURSING FACILITY","LTC",98,"1630 N EDISON ST","STOCKTON",95204,"Zarilla, Deborah","","(209) 948-8503","(209) 948-8762",490,"SAN JOAQUIN",3,"SACRAMENTO",100000048,"01Jan1958","01Nov2014","206390902",37.966792,-121.304473,"(37.966792, -121.304473)"
100000049,"WINDSOR ELMHAVEN CARE CENTER","SKILLED NURSING FACILITY","LTC",128,"6940 PACIFIC AVE","STOCKTON",95207,"Hardcastle, Chad G","chardcastle@windsorcares.com","(209) 477-0522","(209) 477-4817",490,"SAN JOAQUIN",3,"SACRAMENTO",100000034,"01Feb1963","18Nov2014","206390865",38.013184,-121.321166,"(38.013184, -121.321166)"
250001745,"BROOKDALE RANCHO MIRAGE","SKILLED NURSING FACILITY","LTC",45,"72201 COUNTRY CLUB DR","RANCHO MIRAGE",92270,"Ward, Theresa","ranchomirage.ed@sunriseseniorliving.com","(760) 340-5399","(760) 340-5999",430,"RIVERSIDE",25,"RIVERSIDE",250000759,"27Nov2000","06May2015","206334506",33.757773,-116.404824,"(33.757773, -116.404824)"
30000096,"SAN LUIS CARE CENTER","SKILLED NURSING FACILITY","LTC",71,"709 N ST","NEWMAN",95360,"Robinson, David","","(209) 862-3250","(209) 862-2862",600,"STANISLAUS",4,"FRESNO",30000128,"11Oct1967","01Dec2014","206501355",37.322531,-121.023881,"(37.322531, -121.023881)"
220000025,"SEQUOIA HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",208,"170 ALAMEDA DE LAS PULGAS","REDWOOD CITY",94062,"Vaskelis, Glenna","mary.christen@dignityhealth.org","(650) 367-5288","(650) 369-5811",510,"SAN MATEO",22,"SAN FRANCISCO",220000045,"01Oct1996","01Jan2015","106410891",37.480979,-122.253256,"(37.480979, -122.253256)"
60001201,"WEST ANAHEIM MEDICAL CENTER D/P SNF","SKILLED NURSING FACILITY","LTC",22,"3033 W ORANGE AVE","ANAHEIM",92804,"Ramirez, Ruben","","","(714) 827-3000",400,"ORANGE",6,"ORANGE COUNTY",60000182,"08Feb1965","10Nov2014","",33.824761,-117.995529,"(33.824761, -117.995529)"
50000068,"VISTA COVE CARE CENTER AT SANTA PAULA","SKILLED NURSING FACILITY","LTC",99,"250 MARCH ST","SANTA PAULA",93060,"Parreno, Magdalena","","(805) 933-0055","(805) 525-7134",660,"VENTURA",5,"VENTURA",50000066,"12Jul1968","01Jun2015","206560532",34.349056,-119.07867,"(34.349056, -119.07867)"
250001363,"HEMET VALLEY HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",23,"1117 E DEVONSHIRE AVE","HEMET",92543,"Bergenfeld, Joel","","(951) 765-4711","(951) 652-2811",430,"RIVERSIDE",25,"RIVERSIDE",250000145,"01Jan1946","30Nov2014","",33.751195,-116.960014,"(33.751195, -116.960014)"
930000802,"HOLLYWOOD COMMUNITY HOSPITAL AT BROTMAN MEDICAL CENTER D/P SNF","SKILLED NURSING FACILITY","LTC",21,"3828 DELMAS TER","CULVER CITY",90232,"Phelps, Ronald","","","(323) 836-7000",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000066,"08Feb1963","25Feb2015","",34.022262,-118.397923,"(34.022262, -118.397923)"
250001276,"CORONA REGIONAL MEDICAL CENTER D/P SNF","SKILLED NURSING FACILITY","LTC",40,"730 MAGNOLIA AVE","CORONA",92879,"Sanders, Patricia","","(951) 736-7207","(951) 736-7200",430,"RIVERSIDE",25,"RIVERSIDE",250000126,"15Jan1965","08Mar2015","",33.858806,-117.55444,"(33.858806, -117.55444)"
20000132,"FREMONT HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",115,"39022 PRESIDIO WAY","FREMONT",94538,"Thompson, James A","","(510) 793-6108","(510) 792-3743",0,"ALAMEDA",2,"EAST BAY",20000025,"03Feb1997","03Feb2015","206010797",37.544151,-121.990975,"(37.544151, -121.990975)"
20000116,"CASTRO VALLEY HEALTHCARE AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",91,"20259 LAKE CHABOT RD","CASTRO VALLEY",94546,"Apatira, Almaroof","","(510) 690-0932","(510) 351-3700",0,"ALAMEDA",2,"EAST BAY",20000018,"14Feb2000","01May2015","206010774",37.696894,-122.086901,"(37.696894, -122.086901)"
20000115,"OAKLAND HEALTHCARE & WELLNESS CENTER","SKILLED NURSING FACILITY","LTC",98,"3030 WEBSTER STREET","OAKLAND",94609,"Youssef, Maggie","Administrator@Oaklandhc.com","(510) 451-0823","(510) 250-8000",0,"ALAMEDA",2,"EAST BAY",20000048,"28Feb1997","30Apr2015","206010848",37.81937,-122.263238,"(37.81937, -122.263238)"
20000110,"OAKGROVE SPRINGS CARE CENTER","SKILLED NURSING FACILITY","LTC",53,"309 MACARTHUR BOULEVARD","OAKLAND",94610,"Drake, Charles","","(510) 836-3781","(510) 836-3777",0,"ALAMEDA",2,"EAST BAY",20000061,"","20Nov2014","206010875",37.814285,-122.251508,"(37.814285, -122.251508)"
20000074,"ST CHRISTOPHER CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",36,"22822 MYRTLE ST","HAYWARD",94541,"Rapp, Melanie","","(510) 537-0450","(510) 537-4844",0,"ALAMEDA",2,"EAST BAY",20000103,"","01Nov2014","206010959",37.66569,-122.091361,"(37.66569, -122.091361)"
20000047,"HAYWARD HILLS HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",74,"1768 B ST","HAYWARD",94541,"Philogene, Jacques","","(510) 690-2266","(510) 538-4424",0,"ALAMEDA",2,"EAST BAY",20000042,"03Feb1997","01Nov2014","206010832",37.68102,-122.068735,"(37.68102, -122.068735)"
250000902,"THE VILLAGE HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",54,"2400 W ACACIA AVE","HEMET",92545,"Mendoza-Perry, Mindy","","(951) 766-5316","(951) 766-5116",430,"RIVERSIDE",25,"RIVERSIDE",250000405,"07Nov1990","07Jan2015","206334051",33.743814,-116.996907,"(33.743814, -116.996907)"
250000727,"MENIFEE VALLEY MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",84,"28400 MCCALL BLVD","SUN CITY",92585,"Bergenfeld, Joel","tdougherty@vhs.dst.ca.us","(951) 766-6419","(951) 679-8888",430,"RIVERSIDE",25,"RIVERSIDE",250000338,"05Jun1989","30Nov2014","106334018",33.719957,-117.163594,"(33.719957, -117.163594)"
250000707,"KAISER FOUNDATION HOSPITAL, RIVERSIDE","GENERAL ACUTE CARE HOSPITAL","Non-LTC",226,"10800 MAGNOLIA AVE","RIVERSIDE",92505,"WILLETT, VITA","","(951) 353-4611","(951) 353-2000",430,"RIVERSIDE",25,"RIVERSIDE",250000327,"11Sep1989","11Nov2014","106334025",33.906473,-117.47071,"(33.906473, -117.47071)"
250000634,"MANORCARE HEALTH SERVICES-PALM DESERT","SKILLED NURSING FACILITY","LTC",178,"74350 COUNTRY CLUB DR","PALM DESERT",92260,"Hilgenberg, Deborah","","(760) 779-1563","(760) 341-0261",430,"RIVERSIDE",25,"RIVERSIDE",250000317,"05Jan1989","06Mar2015","206334020",33.758089,-116.367724,"(33.758089, -116.367724)"
930000158,"MIRACLE MILE MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",17,"6000 SAN VICENTE BLVD","LOS ANGELES",90036,"Lahidjani, Jack","jackl@mmmc.gov","(323) 937-0525","(323) 930-1040",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000143,"08Jul1954","01Apr2015","106190681",34.057328,-118.361997,"(34.057328, -118.361997)"
250000619,"CHERRY VALLEY HEALTHCARE","SKILLED NURSING FACILITY","LTC",132,"5800 W WILSON ST","BANNING",92220,"Lopez, Anthony","","(951) 845-4152","(951) 845-1606",430,"RIVERSIDE",25,"RIVERSIDE",250000298,"18Mar1988","01May2015","206334014",33.932704,-116.941717,"(33.932704, -116.941717)"
930000140,"SHERMAN OAKS HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",112,"4929 VAN NUYS BLVD","SHERMAN OAKS",91403,"Park, Bockhi","bpark@shermanoakshospital.com","(818) 501-5316","(818) 981-7111",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000149,"05Mar1958","29Apr2015","106190708",34.159455,-118.449438,"(34.159455, -118.449438)"
930000125,"SAN DIMAS COMMUNITY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",101,"1350 W COVINA BLVD","SAN DIMAS",91773,"Weinmeister, Kurt","","(909) 394-2789","(909) 394-2712",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000139,"30Oct1972","01Nov2014","106190673",34.0994,-117.835112,"(34.0994, -117.835112)"
930000100,"PROVIDENCE SAINT JOHN'S HEALTH CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",266,"2121 SANTA MONICA BLVD","SANTA MONICA",90404,"Loh, Marcel","lou.lazathin@stjohns.org","(310) 829-8062","(310) 829-5511",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000158,"01Jan1949","01Nov2014","106190756",34.029761,-118.478744,"(34.029761, -118.478744)"
930000095,"LONG BEACH MEMORIAL MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",416,"2801 ATLANTIC AVE","LONG BEACH",90806,"Hendel, Diana","sking@memorialcare.org","(562) 933-1107","(562) 933-2000",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000102,"10Jul1965","01Mar2015","106190525",33.807688,-118.18571,"(33.807688, -118.18571)"
930000093,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",255,"1420 S CENTRAL AVE","GLENDALE",91204,"Ivie, Jack","jack.ivie@dignityhealth.org","(818) 502-7314","(818) 502-2201",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000099,"01Jan1946","01Jan2015","106190522",34.127611,-118.257029,"(34.127611, -118.257029)"
250000567,"MANORCARE HEALTH SERVICES-HEMET","SKILLED NURSING FACILITY","LTC",178,"1717 W STETSON AVE","HEMET",92545,"Dhaliwal, Gurprit","478-admin@hcr-manorcare.com","(951) 925-8186","(951) 925-9171",430,"RIVERSIDE",25,"RIVERSIDE",250000276,"11Jan1989","02Apr2015","206334012",33.72933,-116.990246,"(33.72933, -116.990246)"
930000081,"PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE","GENERAL ACUTE CARE HOSPITAL","Non-LTC",327,"4101 TORRANCE BLVD","TORRANCE",90503,"Dunne, Elizabeth V","micheal.hunn@providence.com","(310) 540-8408","(310) 540-7676",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000089,"21Dec1959","01Nov2014","106190470",33.838914,-118.358002,"(33.838914, -118.358002)"
930000033,"PROMISE HOSP OF EAST LOS ANGELES-SUBURBAN CAMPUS","GENERAL ACUTE CARE HOSPITAL","Non-LTC",177,"16453 COLORADO AVE","PARAMOUNT",90723,"Luna, Richard","rmccarthy@promiseeastla.com","(562) 531-4671","(562) 531-3110",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000088,"30Jun2004","30Jun2014","106190599",33.884773,-118.161461,"(33.884773, -118.161461)"
250000507,"SOUTHWEST HEALTHCARE SYSTEM","GENERAL ACUTE CARE HOSPITAL","Non-LTC",120,"25500 MEDICAL CENTER DR","MURRIETA",92562,"Neet, Bradley","","(951) 698-7721","(951) 696-6000",430,"RIVERSIDE",25,"RIVERSIDE",250000262,"05Dec1986","07Nov2014","106334068",33.55815,-117.18312,"(33.55815, -117.18312)"
60000117,"LA HABRA CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",86,"1233 W LA HABRA BLVD","LA HABRA",90631,"","","(562) 694-2279","(562) 691-0781",400,"ORANGE",6,"ORANGE COUNTY",60000135,"18Jul1989","18Nov2014","206301233",33.931931,-117.959713,"(33.931931, -117.959713)"
250000299,"RANCHO MIRAGE HEALTH AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",99,"39950 VISTA DEL SOL","RANCHO MIRAGE",92270,"Gillis, Gary Scott","licensing@countryvillahealth.com","(760) 341-6523","(760) 340-0053",430,"RIVERSIDE",25,"RIVERSIDE",250000245,"30Dec1986","01Nov2014","206332173",33.758382,-116.39766,"(33.758382, -116.39766)"
60000055,"MISSION PALMS HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",99,"240 HOSPITAL CIR","WESTMINSTER",92683,"Orgill, Craig M","corgill@aspenskilledhealh.com","(714) 892-1956","(714) 892-6686",400,"ORANGE",6,"ORANGE COUNTY",60000127,"22Feb1971","14Jan2015","206301212",33.76422,-117.994626,"(33.76422, -117.994626)"
250000284,"BEAUMONT CARE CENTER","SKILLED NURSING FACILITY","LTC",87,"1441 MICHIGAN AVE","BEAUMONT",92223,"Sainz, Lydia","","(951) 769-2511","(951) 769-2500",430,"RIVERSIDE",25,"RIVERSIDE",250000112,"01Aug1989","10Dec2014","206331111",33.948536,-116.968968,"(33.948536, -116.968968)"
